門市ID,門市名稱,電話,地址,Google Maps連結,縣市,區域
599,中壢華美,03-2850861,桃園市中壢區華美一路41號,"https://maps.google.com.tw/?q=24.956685441203156,121.26260411229018",桃園市,北部
598,鹿港鹿東,04-7781525,彰化縣鹿港鎮長安路137號,"https://maps.google.com.tw/?q=24.05960170295826,120.44400308714167",彰化市,中部
597,苗栗聯大,0937-314-578,苗栗縣苗栗市聯大路2號(男生宿舍餐廳),"https://maps.google.com.tw/?q=24.53753440229739,120.78933155517915",苗栗市,北部
593,高雄重愛,07-3495587,高雄市左營區重愛路146號,"https://maps.google.com.tw/?q=22.68431442353566,120.31732185029426",高雄市,南部
592,淡水新春,02-26228012,新北市淡水區新春街126巷13號,"https://maps.google.com.tw/?q=25.181705396165068,121.44069618482357",新北市,北部
591,烏日環河,04-23383663,台中市烏日區環河路四段200號,"https://maps.google.com.tw/?q=24.1052403760069,120.60648335320356",台中市,中部
590,台南中華東,06-2681298,台南市東區中華東路三段72號,"https://maps.google.com.tw/?q=22.979902996891028,120.2278469423296",台南市,南部
589,台中五常,0422012656,台中市北區五常街53號,"https://maps.google.com.tw/?q=24.154374232139745,120.68063122883518",台中市,中部
588,新莊建中,02-29964825,新北市新莊區建中街140號,"https://maps.google.com.tw/?q=25.036928122516606,121.44507119768069",新北市,北部
587,中和遠東,02-22223331,新北市中和區建八路168號,"https://maps.google.com.tw/?q=24.998626132947166,121.49039214046041",新北市,北部
586,北市莊敬,02-87809668,台北市信義區莊敬路229號,"https://maps.google.com.tw/?q=25.03022013633883,121.56206748241648",台北市,北部
584,新屋新洲,03-490-0955,桃園市新屋區頭洲里新洲路15號,"https://maps.google.com.tw/?q=24.9588836638203,121.15245662659134",桃園市,北部
583,高雄文武,07-2611226,高雄市前金區文武一街72號,"https://maps.google.com.tw/?q=22.631971531725448,120.29415922883518",高雄市,南部
582,新莊立信,02-2277 0881,新北市新莊區立信五街7號,"https://maps.google.com.tw/?q=25.05193886059258,121.44426359960364",新北市,北部
581,北市行善,02-8791 7138,台北內湖區行善路36-1號,"https://maps.google.com.tw/?q=25.056813338964115,121.57518528241661",台北市,北部
579,高雄保泰,07-722-5458,高雄市前鎮區崗山西街2-12號,"https://maps.google.com.tw/?q=22.601048317609596,120.33021531122199",高雄市,南部
577,中和自強,02-29626099,新北市中和區國光街107巷4弄28號,"https://maps.google.com.tw/?q=24.999516604747605,121.46983772640716",新北市,北部
575,龍井遊園,04-26317317,台中市龍井區遊園南路153號,"https://maps.google.com.tw/?q=24.183240440952236,120.58455073988753",台中市,中部
574,台中順和,04-23596077,台中市西屯區工業區三十八路5號,"https://maps.google.com.tw/?q=24.176074401880623,120.58914748465745",台中市,中部
573,梧棲民和,04-26620506,台中市梧棲區民和路一段200號,"https://maps.google.com.tw/?q=24.25029688407449,120.54982902650558",台中市,中部
572,永和安樂,02 8660 8990,新北市永和區安樂路218號1F,"https://maps.google.com.tw/?q=25.00242307012554,121.51509201302221",新北市,北部
571,嘉義嘉基,05-2765041#7104,嘉義市東區忠孝路539號(嘉義基督教醫院-美食街),"https://maps.google.com.tw/?q=23.499766099007875,120.45012855530379",嘉義市,南部
570,八德興仁,03-3689365,桃園市八德區興仁路13號,"https://maps.google.com.tw/?q=24.92609041524575,121.28254973595465",桃園市,北部
569,湖口大勇,03-5986661,新竹縣湖口鄉仁和路122號,"https://maps.google.com.tw/?q=24.87278399229863,121.01523197066186",新竹市,北部
568,北市行天宮,02-25178793,台北市中山區民生東路二段147巷10-1號,"https://maps.google.com.tw/?q=25.060076880354877,121.53469506895865",台北市,北部
567,北市龍江,02-25175415,台北市中山區龍江路302號,"https://maps.google.com.tw/?q=25.062261132851592,121.5405485554639",台北市,北部
566,和美仁化,04-7566766,彰化縣和美鎮仁化路65號,"https://maps.google.com.tw/?q=24.108284834398546,120.49910224836492",彰化市,中部
565,基隆百福,02-24516403,基隆市七堵區福五街76號,"https://maps.google.com.tw/?q=25.084980055758496,121.69867779768144",基隆市,北部
564,汐止福德,02-2694-8822,新北市汐止區福德一路86巷23號,"https://maps.google.com.tw/?q=25.069142922209394,121.6371822288359",新北市,北部
562,林口中山,02-26012882,新北市林口區中山路127號,"https://maps.google.com.tw/?q=25.07901973141059,121.3887003119585",新北市,北部
560,新社新中和,04-25822025,台中市新社區中和街四段237號,"https://maps.google.com.tw/?q=24.245243712428614,120.8083493812481",台中市,中部
559,鳳山新富,07-7658600,高雄市鳳山區新富路320號,"https://maps.google.com.tw/?q=22.612944590428242,120.34244834073846",高雄市,南部
558,泰山明志,02-29040882,新北市泰山區工專路5-6號,"https://maps.google.com.tw/?q=25.039819716559926,121.42380666777592",新北市,北部
556,平鎮廣平,03-4920284,桃園市中壢區廣平街173號,"https://maps.google.com.tw/?q=24.954690209809737,121.21369962635156",桃園市,北部
554,烏日林新,04-23370492,台中市烏日區榮和路210號,"https://maps.google.com.tw/?q=24.110569235472965,120.59812448339075",台中市,中部
553,八德義勇,03-3610327,桃園市八德區義勇街154號,"https://maps.google.com.tw/?q=24.964027773311788,121.30608468465745",桃園市,北部
552,中和新生,02-82216395,新北市中和區新生街202號,"https://maps.google.com.tw/?q=25.009298917926674,121.4834115144303",新北市,北部
550,台中敦化,04-24264936,台中市北屯區敦化路一段468號,"https://maps.google.com.tw/?q=24.187871974503217,120.66801548398288",台中市,中部
549,五股登林,02-22928000,新北市五股區登林路76-11號,"https://maps.google.com.tw/?q=25.06945386566334,121.4293165217934",新北市,北部
546,中和福美,02-82421086,新北市中和區福美路236號,"https://maps.google.com.tw/?q=25.00511453152078,121.49833265969126",新北市,北部
543,羅東維揚,03-9511799,宜蘭縣羅東鎮維揚路59號,"https://maps.google.com.tw/?q=24.6721364600227,121.7618697619273",宜蘭市,北部
541,永和自由,02-29250942,新北市永和區自由街58號,"https://maps.google.com.tw/?q=25.00580935651994,121.51370415919348",新北市,北部
538,潭子大富,04-25347438,台中市潭子區大富路一段7-28號,"https://maps.google.com.tw/?q=24.205191433367904,120.67920331459447",台中市,中部
535,桃園同德,03-3580686,桃園市桃園區同德十街2號,"https://maps.google.com.tw/?q=25.01893919483737,121.29455798802694",桃園市,北部
533,大溪員林,03-3801799,桃園市大溪區員林路一段191號,"https://maps.google.com.tw/?q=24.896694785652436,121.27878651192871",桃園市,北部
532,桃園漢中,03-3630087,桃園市桃園區漢中路102號,"https://maps.google.com.tw/?q=24.980747307455548,121.30398340850844",桃園市,北部
531,台中四張犁,04-24213211,台中市北屯區昌平路二段45-6號,"https://maps.google.com.tw/?q=24.191337299289092,120.68366026964974",台中市,中部
530,后里大圳,04-25587966,台中市后里區大圳路427號,"https://maps.google.com.tw/?q=24.307211405629868,120.70984624621359",台中市,中部
529,台中林森,04-23725277,台中市西區林森路140號,"https://maps.google.com.tw/?q=24.139337868036524,120.66904766526591",台中市,中部
526,沙鹿弘光,04-2632-1113,台中市沙鹿區北勢東路293號,"https://maps.google.com.tw/?q=24.21738453832101,120.57944866860525",台中市,中部
525,八德豐德,03-365-3703,桃園市八德區豐德一路10號,"https://maps.google.com.tw/?q=24.92590854121133,121.28765209190391",桃園市,北部
520,龍潭梅龍,03-4798569,桃園市龍潭區梅龍路180號,"https://maps.google.com.tw/?q=24.873702457878515,121.19794736771905",桃園市,北部
518,沙鹿鹿峰,04-26232308,台中市沙鹿區中山路653號,"https://maps.google.com.tw/?q=24.25494171992766,120.5682602273509",台中市,中部
515,龍潭中興,03-4990206,桃園市龍潭區中興路306號,"https://maps.google.com.tw/?q=24.87400159324128,121.2331701578348",桃園市,北部
512,高雄興中,07-5360589,高雄市苓雅區興中一路209號,"https://maps.google.com.tw/?q=22.6182250584798,120.31195772623026",高雄市,南部
509,台中東門,04-22809280,台中市東區東門路125號,"https://maps.google.com.tw/?q=24.127422674357256,120.69924525975479",台中市,中部
508,清水西寧,04-26233066,台中市清水區五權東路89號,"https://maps.google.com.tw/?q=24.275066517333805,120.57351647608421",台中市,中部
505,新竹新莊,03-6686623,新竹市東區新莊街232號,"https://maps.google.com.tw/?q=24.788180224465346,121.017874055658",新竹市,北部
502,新莊中原東,02-89956686,新北市新莊區中原東路202號,"https://maps.google.com.tw/?q=25.054479979086604,121.46055226256145",新北市,北部
501,北市延平北,02-25501599,台北市延平北路一段104號,"https://maps.google.com.tw/?q=25.052674241204418,121.51166699309604",台北市,北部
500,汐止忠孝,02-86485635,新北市汐止區忠孝東路487-5號,"https://maps.google.com.tw/?q=25.07402902222131,121.66605541606668",新北市,北部
499,花蓮中正,03-8311229,花蓮縣花蓮市中正路199號,"https://maps.google.com.tw/?q=23.972088791897527,121.5991515849135",花蓮市,東部
498,金門金城,082-375539,金門縣金城鎮光前路87號,"https://maps.google.com.tw/?q=24.433482752245894,118.31449789785646",金門市,離島
496,恆春中山,08-8892468,屏東縣恆春鎮中山路138號,"https://maps.google.com.tw/?q=22.003896432813573,120.74357499782757",屏東市,南部
495,恆春西門,08-8881600,屏東縣恆春鎮西門路121號,"https://maps.google.com.tw/?q=22.008300032502355,120.74344959782756",屏東市,南部
494,內埔光明,08-7692345,屏東縣內埔鄉光明路619號,"https://maps.google.com.tw/?q=22.615452889024418,120.5682241978344",屏東市,南部
492,屏東瑞光,08-7389889,屏東縣屏東市瑞光路二段208號,"https://maps.google.com.tw/?q=22.67805068447897,120.5083307978353",屏東市,南部
489,屏東自由,08-7360127,屏東縣屏東市自由路357-2號,"https://maps.google.com.tw/?q=22.67961158436536,120.49673029783531",屏東市,南部
488,高雄城峰,07-5883532,高雄市左營區城峰路8號1F,"https://maps.google.com.tw/?q=22.671791784934022,120.28727749783512",高雄市,南部
487,高雄富民,07-5563882,高雄市左營區富民路157號,"https://maps.google.com.tw/?q=22.660269585771264,120.30499879783511",高雄市,南部
486,小港宏平,07-8010688,高雄市小港區宏平路92號,"https://maps.google.com.tw/?q=22.571611992200854,120.36396469783395",高雄市,南部
485,楠梓翠屏,07-3643316,高雄市楠梓區翠屏路39號,"https://maps.google.com.tw/?q=22.725832576915348,120.29937282436002",高雄市,南部
484,楠梓德賢,07-3642422,高雄市楠梓區德賢路220巷3號,"https://maps.google.com.tw/?q=22.72688898092446,120.30621939783579",高雄市,南部
483,楠梓監理,07-3618019,高雄市楠梓區監理南街121號,"https://maps.google.com.tw/?q=22.72862218079812,120.31881309783583",高雄市,南部
481,高雄一心,07-3383784,高雄市前鎮區一心二路8號,"https://maps.google.com.tw/?q=22.610618889375,120.3126619978344",高雄市,南部
480,高雄自強,07-2119669,高雄市前金區自強二路182號,"https://maps.google.com.tw/?q=22.628025888112447,120.29442799783467",高雄市,南部
478,高雄英義,07-7130277,高雄市苓雅區英義街335號,"https://maps.google.com.tw/?q=22.61832678881601,120.3251550978345",高雄市,南部
476,高雄中正,07-2350989,高雄市新興區中正三路30號,"https://maps.google.com.tw/?q=22.63090288790368,120.31171529783462",高雄市,南部
474,高雄大昌,07-3800765,高雄市三民區大昌二路388號,"https://maps.google.com.tw/?q=22.649258486571096,120.33198459783488",高雄市,南部
473,高雄河堤,07-3505266,高雄市三民區河堤路502號,"https://maps.google.com.tw/?q=22.665000085427614,120.31350629783512",高雄市,南部
472,高雄昌富,07-3832406,高雄市三民區大豐一路2號,"https://maps.google.com.tw/?q=22.654020611178,120.33161072637316",高雄市,南部
471,高雄鼎泰,07-3106457,高雄市三民區鼎泰街219-221號,"https://maps.google.com.tw/?q=22.6661298853454,120.31808899783503",高雄市,南部
470,高雄建工,07-3945816,高雄市三民區建工路625巷9號,"https://maps.google.com.tw/?q=22.647825986675098,120.31916899783477",高雄市,南部
469,高雄鼎金,07-3472745,高雄市三民區鼎金後路110號,"https://maps.google.com.tw/?q=22.67046248503063,120.32515709783522",高雄市,南部
468,高雄延慶,07-3807220,高雄市三民區延慶街204號,"https://maps.google.com.tw/?q=22.642828787037914,120.31529029783485",高雄市,南部
467,高雄義華,07-3929392,高雄市三民區義華路183號,"https://maps.google.com.tw/?q=22.642872387034856,120.33990579783492",高雄市,南部
465,大社旗楠,07-3539437,高雄市大社區旗楠路2-2號,"https://maps.google.com.tw/?q=22.740633879922772,120.33768639783604",高雄市,南部
464,林園仁愛,07-6426263,高雄市林園區仁愛路118號,"https://maps.google.com.tw/?q=22.507321696848607,120.39231189783322",高雄市,南部
462,仁武仁雄,07-3755930,高雄市仁武區仁雄路13-33號,"https://maps.google.com.tw/?q=22.68067568428799,120.35347799783517",高雄市,南部
461,岡山壽華,07-6216688,高雄市岡山區壽華路106號,"https://maps.google.com.tw/?q=22.799194475648722,120.2928967978365",高雄市,南部
460,岡山校前,07-6212601,高雄市岡山區校前路9號,"https://maps.google.com.tw/?q=22.79180837618833,120.2955604978365",高雄市,南部
459,高雄湖內,07-6934688,高雄市湖內區正義二路13號,"https://maps.google.com.tw/?q=22.87369587019642,120.23639029783747",高雄市,南部
458,鳳山光復,07-7191262,高雄市鳳山區光復路一段62-1號,"https://maps.google.com.tw/?q=22.629300888019735,120.35227499783457",高雄市,南部
457,鳳山文化,07-7993866,高雄市鳳山區文化路101號,"https://maps.google.com.tw/?q=22.634206587663947,120.35261139783472",高雄市,南部
456,台南永福,06-2134746,台南市中西區永福路一段6號,"https://maps.google.com.tw/?q=22.98531766199643,120.2002052978388",台南市,南部
455,台南勝利,06-2092626,台南市北區勝利路391號,"https://maps.google.com.tw/?q=23.004181460607114,120.21867879783902",台南市,南部
454,台南大港,06-2583372,台南市北區大和路215號,"https://maps.google.com.tw/?q=23.01329645993528,120.18980589783915",台南市,南部
453,台南中華,06-2586315,台南市北區中華北路一段138號,"https://maps.google.com.tw/?q=23.010352460152358,120.18542089783912",台南市,南部
448,台南北安,06-2521885,台南市安南區北安路2段118號,"https://maps.google.com.tw/?q=23.028170858838596,120.20515399783937",台南市,南部
447,台南尊南,06-2631676,台南市南區尊南街162號,"https://maps.google.com.tw/?q=22.978607462490523,120.1889860978387",台南市,南部
445,台南裕文,06-2904227,台南市東區裕文路45號,"https://maps.google.com.tw/?q=22.98309056216047,120.23831879783884",台南市,南部
444,台南育樂,06-2367677,台南市東區育樂街154號,"https://maps.google.com.tw/?q=22.995614961238118,120.21462599783892",台南市,南部
443,台南崇明,06-2695678,台南市東區崇明路439號,"https://maps.google.com.tw/?q=22.97337446287563,120.22437709783864",台南市,南部
442,台南裕信,06-3317450,台南市東區裕農路968號,"https://maps.google.com.tw/?q=22.990043261648548,120.24518029783893",台南市,南部
440,台南莊敬,06-2093311,台南市東區莊敬路298號,"https://maps.google.com.tw/?q=22.998207161047187,120.23332809783899",台南市,南部
438,台南崇德,06-2894218,台南市東區崇德路675號,"https://maps.google.com.tw/?q=22.969072963192176,120.22776299783862",台南市,南部
437,台南長榮,06-2749160,台南市東區長榮路2段92號,"https://maps.google.com.tw/?q=22.9887368617446,120.21975339783877",台南市,南部
436,新市富中,06-5892183,台南市新市區富中街590號,"https://maps.google.com.tw/?q=23.07963275503881,120.28597369783984",台南市,南部
435,新市中興,06-5897177,台南市新市區中興街31號,"https://maps.google.com.tw/?q=23.078383555131232,120.29454779783988",台南市,南部
434,白河國泰,06-6858111,台南市白河區國泰路387號,"https://maps.google.com.tw/?q=23.354038334645065,120.41423799784326",台南市,南部
432,仁德嘉藥,06-2667565,台南市仁德區仁德區中正路一段73號,"https://maps.google.com.tw/?q=22.919330466848606,120.22940859783806",台南市,南部
431,仁德虎山,06-3350199,台南市仁德區保生東路102號,"https://maps.google.com.tw/?q=22.955081264221363,120.23135819783842",台南市,南部
430,佳里延平,06-7223344,台南市佳里區延平路105號,"https://maps.google.com.tw/?q=23.156391049356728,120.17890549784093",台南市,南部
428,歸仁中正,06-3387646,台南市歸仁區中正南路一段97號,"https://maps.google.com.tw/?q=22.964417963534633,120.2935221978385",台南市,南部
427,台南福緣,06-3121932,台南市永康區中華路10巷2-1號,"https://maps.google.com.tw/?q=22.999784260931058,120.23507979783899",台南市,南部
426,鹽行仁愛,06-2434451,台南市永康區仁愛街50之1號,"https://maps.google.com.tw/?q=23.042653657770064,120.23839329783954",台南市,南部
425,永康民族,06-2058849,台南市永康區民族路212號,"https://maps.google.com.tw/?q=23.00573086049288,120.26939669783907",台南市,南部
422,永康正強,06-2031745,台南市永康區正強街169號,"https://maps.google.com.tw/?q=23.02780985886511,120.25176539783946",台南市,南部
420,永康大橋,06-3037132,台南市永康區中華西街82號,"https://maps.google.com.tw/?q=23.01429645986155,120.22697319783903",台南市,南部
417,新營民治,06-6378000,台南市新營區民治路6-8號,"https://maps.google.com.tw/?q=23.311228837841366,120.32204019784271",台南市,南部
415,善化蓮潭,06-5858162,台南市善化區蓮潭北三街266號,"https://maps.google.com.tw/?q=23.11849505216428,120.30545649784031",台南市,南部
414,善化光復,06-5816707,台南市善化區光復路 228號,"https://maps.google.com.tw/?q=23.127557251493275,120.2890604978405",台南市,南部
413,善化大成,06-5850596,台南市善化區大成路268號,"https://maps.google.com.tw/?q=23.130076951306748,120.29920479784053",台南市,南部
412,台東中華,089-338538,台東縣台東市中華路二段35號,"https://maps.google.com.tw/?q=22.745850079542457,121.14135899783608",台東市,東部
411,台東中山,089-310955,台東縣台東市中山路409號,"https://maps.google.com.tw/?q=22.753042079017906,121.1485224978361",台東市,東部
408,嘉義民族,05-2288796,嘉義市東區民族路656號,"https://maps.google.com.tw/?q=23.475680425532563,120.44433759784481",嘉義市,南部
407,民雄文化,05-2060609,嘉義縣民雄鄉文化路1號,"https://maps.google.com.tw/?q=23.534321250910843,120.42664386609229",嘉義市,南部
406,嘉義太保,05-3717207,嘉義縣太保市太保里29之3號,"https://maps.google.com.tw/?q=23.46436311284428,120.24677163171847",嘉義市,南部
405,朴子海通,05-3700872,嘉義縣朴子市海通路22號,"https://maps.google.com.tw/?q=23.464063826404796,120.24677379784454",嘉義市,南部
399,西螺光復,05-5876965,雲林縣西螺鎮光復西路78號,"https://maps.google.com.tw/?q=23.797160801238046,120.46323399784853",雲林市,中部
398,斗六慶生,05-5325399,雲林縣斗六市慶生路265號,"https://maps.google.com.tw/?q=23.713845107563817,120.5388829978475",雲林市,中部
397,斗六民生,05-5361862,雲林縣斗六市中堅西路2號,"https://maps.google.com.tw/?q=23.700213608596776,120.53792079784724",雲林市,中部
395,埔里中正,049-2983695,南投縣埔里鎮中正路289-1號,"https://maps.google.com.tw/?q=23.962587788616943,120.96990599785053",南投市,中部
394,埔里民生,049-2900080,南投縣埔里鎮民生路126號,"https://maps.google.com.tw/?q=23.960491888777376,120.96295339785055",南投市,中部
390,梧棲大聖,04-26595519,台中市梧棲區臨港路三段353號前,"https://maps.google.com.tw/?q=24.239282967325035,120.51813349785402",台中市,中部
389,霧峰亞洲大學,04-23392120,台中市霧峰區柳豐二街45號,"https://maps.google.com.tw/?q=24.04392778238125,120.68693699785159",台中市,中部
388,大雅學府,04-25650302,台中市大雅區學府路250巷73號,"https://maps.google.com.tw/?q=24.223935568512072,120.65199909785387",台中市,中部
387,大雅中山,04-25684890,台中市大雅區中山北路166號,"https://maps.google.com.tw/?q=24.21843756893702,120.64712199785386",台中市,中部
386,大甲日南,04-26822907,台中市大甲區中山路二段558號,"https://maps.google.com.tw/?q=24.389303455686147,120.65476559785596",台中市,中部
385,大甲中山,04-26888292,台中市大甲區中山路一段730號,"https://maps.google.com.tw/?q=24.342382359333538,120.6231129978553",台中市,中部
383,大甲三民,04-26881678,台中市大甲區三民路278號,"https://maps.google.com.tw/?q=24.352058458581862,120.62336669785553",台中市,中部
380,東勢中山,04-25887575,台中市東勢區中山路79號,"https://maps.google.com.tw/?q=24.256758265972913,120.82892469785435",台中市,中部
379,東勢東崎,04-25770900,台中市東勢區東崎街380號,"https://maps.google.com.tw/?q=24.266023265255466,120.88292249785448",台中市,中部
378,台中精科,04-23500282,台中市南屯區文山五街288號,"https://maps.google.com.tw/?q=24.148408774342908,120.60881229785281",台中市,中部
376,台中晨津,04-24733396,台中市南屯區大墩六街271號,"https://maps.google.com.tw/?q=24.142466974800982,120.64734169785285",台中市,中部
375,台中忠勇,04-36111540,台中市南屯區忠勇路52-229號,https://maps.google.com.tw/?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%BF%A0%E5%8B%87%E8%B7%AF52-229%E8%99%9F,台中市,中部
372,台中海德堡,04-24754183,台中市南屯區向心南路936號,"https://maps.google.com.tw/?q=24.13631977527453,120.64410299785276",台中市,中部
371,台中南屯,04-24751217,台中市南屯區南屯路2段206號,"https://maps.google.com.tw/?q=24.136715175244188,120.65033629785279",台中市,中部
370,台中永安,04-24627380,台中市西屯區西屯路三段148-5號,"https://maps.google.com.tw/?q=24.185352771492955,120.62463599785346",台中市,中部
369,台中逢大,04-24522863,台中市西屯區逢大路109號,"https://maps.google.com.tw/?q=24.17750457209866,120.6501350978534",台中市,中部
368,台中逢甲,04-24519755,台中市西屯區西屯路二段295-17號,"https://maps.google.com.tw/?q=24.17793307206561,120.64194959785331",台中市,中部
367,台中文華,04-27063911,台中市西屯區文華路152號,"https://maps.google.com.tw/?q=24.18325967165437,120.64641499785343",台中市,中部
366,台中上安,04-24525391,台中市西屯區上安路107號,"https://maps.google.com.tw/?q=24.171351772573445,120.63964999785308",台中市,中部
365,台中中工,04-23508547,台中市西屯區中工三路81號,"https://maps.google.com.tw/?q=24.178873271992977,120.6190276978533",台中市,中部
363,台中館前,04-23269089,台中市北區博館路97號,"https://maps.google.com.tw/?q=24.155722873778966,120.66627339785305",台中市,中部
362,台中師苑,04-22200928,台中市西區五權路43號,"https://maps.google.com.tw/?q=24.14471367462777,120.67008799785285",台中市,中部
361,台中長春,04-23260647,台中市西區忠明南路37號,"https://maps.google.com.tw/?q=24.15534097380846,120.65888949785297",台中市,中部
360,台中四維,04-22258883,台中市西區四維街70號,"https://maps.google.com.tw/?q=24.139246875049043,120.67379469785284",台中市,中部
356,台中高工,04-22612443,台中市南區工學路117號,"https://maps.google.com.tw/?q=24.116765276780832,120.66011409785246",台中市,中部
354,台中忠明,04-23786063,台中市南區忠明南路582-2號,"https://maps.google.com.tw/?q=24.13067727570943,120.65712759785264",台中市,中部
353,台中十甲,04-22115209,台中市東區十甲東路661號,"https://maps.google.com.tw/?q=24.144193374667932,120.70889289785298",台中市,中部
352,大肚華山,04-26990808,台中市大肚區華山路52號,"https://maps.google.com.tw/?q=24.154481573874744,120.54498969785301",台中市,中部
351,龍井竹坑,04-26364045,台中市龍井區沙田路4段118號,"https://maps.google.com.tw/?q=24.176055772210507,120.54403579785327",台中市,中部
348,沙鹿中興,04-26311560,台中市沙鹿區自強路336號,"https://maps.google.com.tw/?q=24.202752670149057,120.56778409785352",台中市,中部
345,太平中山,04-23937766,台中市太平區中山路二段140號,"https://maps.google.com.tw/?q=24.149203574281632,120.7344117978529",台中市,中部
343,后里甲后,04-25586308,台中市后里區甲后路466號,"https://maps.google.com.tw/?q=24.309356261896948,120.72019249785498",台中市,中部
340,大里益民,04-24872988,台中市大里區益民路二段283號,"https://maps.google.com.tw/?q=24.111369777196227,120.68370639785257",台中市,中部
336,員林北門,04-8336075,彰化縣員林市中正路630號,"https://maps.google.com.tw/?q=23.96225885063741,120.57142257224959",彰化市,中部
335,員林育英,04-8335966,彰化縣員林市育英路82-1號,"https://maps.google.com.tw/?q=23.960602465802356,120.57467447347263",彰化市,中部
331,鹿港三民,04-7840566,彰化縣鹿港鎮三民路207號,"https://maps.google.com.tw/?q=24.050677781863023,120.4334569978518",彰化市,中部
330,埤頭彰水,04-8926802,彰化縣埤頭鄉彰水路三段484號,"https://maps.google.com.tw/?q=23.891358694061307,120.45932319784964",彰化市,中部
329,伸港中興,04-7998922,彰化縣伸港鄉中興路二段350號,"https://maps.google.com.tw/?q=24.161915773301352,120.487385997853",彰化市,中部
328,伸港水尾,04-7982813,彰化縣伸港鄉新港村新港路240號,"https://maps.google.com.tw/?q=24.147586774406218,120.4866752978529",彰化市,中部
324,溪湖培英,04-8613210,彰化縣溪湖鎮培英路94號,"https://maps.google.com.tw/?q=23.96771388822455,120.48044229785064",彰化市,中部
322,北斗文苑,04-8781028,彰化縣北斗鎮文苑東路53-1號,"https://maps.google.com.tw/?q=23.875326895284548,120.52683409784952",彰化市,中部
318,彰化旭光,04-7230168,彰化縣彰化市旭光路201號,"https://maps.google.com.tw/?q=24.07181988023867,120.54612479785202",彰化市,中部
315,彰化彰德,04-7385477,彰化縣彰化市彰南路二段510號之2,"https://maps.google.com.tw/?q=24.08270777940151,120.58961099785219",彰化市,中部
313,彰化三民,04-7266656,彰化縣彰化市三民路298號,"https://maps.google.com.tw/?q=24.08569277917201,120.5445959978521",彰化市,中部
312,彰化實踐,04-7236787,彰化縣彰化市實踐路183號,"https://maps.google.com.tw/?q=24.083623779331063,120.5579454978522",彰化市,中部
311,彰化彰美,04-7233113,彰化縣彰化市彰美路一段163號,"https://maps.google.com.tw/?q=24.088366178966268,120.5380983978522",彰化市,中部
310,彰化彰南,04-7374073,彰化縣彰化市彰南路一段427號,"https://maps.google.com.tw/?q=24.08585487915957,120.5761416978522",彰化市,中部
307,台中安德,04-22470063,台中市北屯區崇德二路一段139號,"https://maps.google.com.tw/?q=24.17607697220875,120.69572139785328",台中市,中部
306,台中東山,04-24367837,台中市北屯區東山路一段125-1號,"https://maps.google.com.tw/?q=24.169712372700033,120.70331979785334",台中市,中部
305,台中興安,04-22460134,台中市北屯區興安路1段260號,"https://maps.google.com.tw/?q=24.1722964725005,120.69439989785323",台中市,中部
304,台中松竹,04-22478602,台中市北屯區松竹路2段314號,"https://maps.google.com.tw/?q=24.18272307169585,120.6916527978533",台中市,中部
301,台中新民,04-22366696,台中市北區健行路184號,"https://maps.google.com.tw/?q=24.159292073503774,120.68624799785293",台中市,中部
300,台中北平,04-22937373,台中市北區北平路一段31號,"https://maps.google.com.tw/?q=24.17176527254147,120.66846239785309",台中市,中部
299,潭子圓通,04-25341028,台中市潭子區圓通南路222號,"https://maps.google.com.tw/?q=24.207325769795734,120.70376589785363",台中市,中部
297,神岡豐洲,04-25257597,台中市神岡區豐洲路156號,"https://maps.google.com.tw/?q=24.258719165820917,120.7106594978543",台中市,中部
296,神岡昌平,04-25613473,台中市神岡區昌平路五段386號,"https://maps.google.com.tw/?q=24.24437606693104,120.68344119785408",台中市,中部
294,烏日中山,04-23387896,台中市烏日區中山路二段234號,"https://maps.google.com.tw/?q=24.10657537756535,120.62177339785241",台中市,中部
293,豐原南陽,04-25250317,台中市豐原區南陽路406號,"https://maps.google.com.tw/?q=24.24697566672977,120.72460599785413",台中市,中部
291,豐原西安,04-25225277,台中市豐原區西安街6號,"https://maps.google.com.tw/?q=24.24953626653168,120.71468829785431",台中市,中部
289,南港胡適,02-26522621,台北市南港區舊莊街一段3巷12弄4號,"https://maps.google.com.tw/?q=25.04217510426079,121.61819739786445",台北市,北部
286,新店HTC總部,0926-366590,新北市新店區中興路三段88號,"https://maps.google.com.tw/?q=24.978967409294498,121.54577769786351",新北市,北部
285,林口佳林,02-26031982,新北市林口區文化一路二段230號,"https://maps.google.com.tw/?q=25.08261150103434,121.38428639786493",新北市,北部
284,林口文化,02-26083510,新北市林口區文化二路一段384-5號,"https://maps.google.com.tw/?q=25.076503101522064,121.37468749786484",新北市,北部
283,林口醒吾,02-26010582,新北市林口區粉寮路1段82號,"https://maps.google.com.tw/?q=25.07922580130478,121.3973528978649",新北市,北部
282,花蓮東華,03-8663367,花蓮縣壽豐鄉志學村中正路81號,"https://maps.google.com.tw/?q=23.90641749291139,121.53179739784979",花蓮市,東部
281,吉安南埔,03-8513006,花蓮縣吉安鄉南埔八街17號,"https://maps.google.com.tw/?q=23.97013498803909,121.59197189785057",花蓮市,東部
